school,program,occurrence,category,level,year,points,status
Øksnevad vidaregåande skole,Naturbruk dyrekunnskap SK 3år,0,NA,Vg1,2020,36.9,points
Øksnevad vidaregåande skole,Naturbruk dyrekunnskap SK 3år,0,NA,Vg1,2021,30.0,points
Øksnevad vidaregåande skole,Naturbruk dyrekunnskap SK 3år,0,NA,Vg1,2022,,open
Øksnevad vidaregåande skole,Naturbruk dyrekunnskap SK 3år,0,NA,Vg1,2023,38.3,points
Øksnevad vidaregåande skole,Naturbruk dyrekunnskap SK 3år,0,NA,Vg1,2024,,open
Øksnevad vidaregåande skole,Naturbruk dyrekunnskap SK 3år,0,NA,Vg1,2025,38.4,points
Øksnevad vidaregåande skole,Naturbruk hest,0,NA,Vg1,2021,,open
Øksnevad vidaregåande skole,Naturbruk hest,0,NA,Vg1,2022,16.4,points
Øksnevad vidaregåande skole,Naturbruk hest,0,NA,Vg1,2023,,open
Øksnevad vidaregåande skole,Naturbruk hest,0,NA,Vg1,2024,32.9,points
Øksnevad vidaregåande skole,Naturbruk hest,0,NA,Vg1,2025,32.3,points
Øksnevad vidaregåande skole,Naturbruk med dyrekunnskap,0,NA,Vg1,2019,36.5,points
Øksnevad vidaregåande skole,Anleggsgartner,0,BA,Vg2,2019,20.0,points
Øksnevad vidaregåande skole,Anleggsgartner,0,BA,Vg2,2020,,open
Øksnevad vidaregåande skole,Anleggsgartner,0,BA,Vg2,2021,,open
Øksnevad vidaregåande skole,Anleggsgartner,0,BA,Vg2,2022,,open
Øksnevad vidaregåande skole,Anleggsgartner,0,BA,Vg2,2023,,open
Øksnevad vidaregåande skole,Anleggsgartner,0,BA,Vg2,2024,31.4,points
Øksnevad vidaregåande skole,Anleggsgartner,0,BA,Vg2,2025,,open
Øksnevad vidaregåande skole,Anleggsgartner – og idrettsanlegg,0,NA,Vg2,2018,,open
Øksnevad vidaregåande skole,Anleggsgartner – og idrettsanlegg,0,NA,Vg2,2019,20.0,points
Øksnevad vidaregåande skole,"Anleggsteknikk, landslinje",0,BA,Vg2,2018,35.6,points
Øksnevad vidaregåande skole,"Anleggsteknikk, landslinje",0,BA,Vg2,2019,35.0,points
Øksnevad vidaregåande skole,"Anleggsteknikk, landslinje",0,BA,Vg2,2020,33.3,points
Øksnevad vidaregåande skole,"Anleggsteknikk, landslinje",0,BA,Vg2,2021,35.7,points
Øksnevad vidaregåande skole,"Anleggsteknikk, landslinje",0,BA,Vg2,2022,32.9,points
Øksnevad vidaregåande skole,"Anleggsteknikk, landslinje",0,BA,Vg2,2023,36.3,points
Øksnevad vidaregåande skole,"Anleggsteknikk, landslinje",0,BA,Vg2,2024,38.8,points
Øksnevad vidaregåande skole,"Anleggsteknikk, landslinje",0,BA,Vg2,2025,26.3,points
Øksnevad vidaregåande skole,Arbeidsmaskiner,0,TP,Vg2,2018,33.3,points
Øksnevad vidaregåande skole,Arbeidsmaskiner,0,TP,Vg2,2019,,open
Øksnevad vidaregåande skole,Arbeidsmaskiner,0,TP,Vg2,2020,32.2,points
Øksnevad vidaregåande skole,Arbeidsmaskiner,0,TP,Vg2,2021,31.3,points
Øksnevad vidaregåande skole,Arbeidsmaskiner,0,TP,Vg2,2022,27.5,points
Øksnevad vidaregåande skole,Arbeidsmaskiner,0,TP,Vg2,2023,31.3,points
Øksnevad vidaregåande skole,Arbeidsmaskiner,0,TP,Vg2,2024,30.0,points
Øksnevad vidaregåande skole,Arbeidsmaskiner,0,TP,Vg2,2025,20.0,points
Øksnevad vidaregåande skole,Heste- og dyrefag,0,NA,Vg2,2019,40.0,points
Øksnevad vidaregåande skole,Heste- og dyrefag,0,NA,Vg2,2020,20.0,points
Øksnevad vidaregåande skole,Heste- og dyrefag,0,NA,Vg2,2021,,open
Øksnevad vidaregåande skole,Heste- og dyrefag,0,NA,Vg2,2022,,open
Øksnevad vidaregåande skole,Heste- og dyrefag,0,NA,Vg2,2023,,open
Øksnevad vidaregåande skole,Heste- og dyrefag,0,NA,Vg2,2024,31.7,points
Øksnevad vidaregåande skole,Heste- og dyrefag,0,NA,Vg2,2025,30.0,points
Øksnevad vidaregåande skole,"Heste- og dyrefag, dyrekunnskap SK 3 år",0,NA,Vg2,2023,,open
Øksnevad vidaregåande skole,"Heste- og dyrefag, dyrekunnskap SK 3 år",0,NA,Vg2,2024,,open
Øksnevad vidaregåande skole,"Heste- og dyrefag, dyrekunnskap SK 3 år",0,NA,Vg2,2025,,open
Øksnevad vidaregåande skole,Heste- og hovslagerfaget,0,NA,Vg2,2018,37.5,points
Øksnevad vidaregåande skole,Heste- og hovslagerfaget,0,NA,Vg2,2019,40.0,points
Øksnevad vidaregåande skole,Landbruk og gartnernæring,0,NA,Vg2,2018,23.8,points
Øksnevad vidaregåande skole,Landbruk og gartnernæring,0,NA,Vg2,2019,,open
Øksnevad vidaregåande skole,Landbruk og gartnernæring,0,NA,Vg2,2021,,open
Øksnevad vidaregåande skole,Landbruk og gartnernæring,0,NA,Vg2,2022,,open
Øksnevad vidaregåande skole,Landbruk og gartnernæring,0,NA,Vg2,2023,,open
Øksnevad vidaregåande skole,Landbruk og gartnernæring,0,NA,Vg2,2024,,open
Øksnevad vidaregåande skole,Landbruk og gartnernæring,0,NA,Vg2,2025,,open
Øksnevad vidaregåande skole,"Landbruk/gartnernæring, dyrekunnskap",0,NA,Vg2,2019,,open
Øksnevad vidaregåande skole,"Landbruk/gartnernæring, dyrekunnskap",0,NA,Vg2,2020,,open
Øksnevad vidaregåande skole,"Landbruk/gartnernæring, dyrekunnskap",0,NA,Vg2,2021,,open
Øksnevad vidaregåande skole,"Landbruk/gartnernæring, dyrekunnskap",0,NA,Vg2,2022,,open
Øksnevad vidaregåande skole,"Landbruk/gartnernæring, dyrekunnskap",0,NA,Vg2,2023,,open
Øksnevad vidaregåande skole,Anleggsmaskinmekaniker landslinje,0,TP,Vg3,2019,,open
Øksnevad vidaregåande skole,Anleggsmaskinmekaniker landslinje,0,TP,Vg3,2020,38.6,points
Øksnevad vidaregåande skole,Anleggsmaskinmekaniker landslinje,0,TP,Vg3,2021,30.0,points
Øksnevad vidaregåande skole,Anleggsmaskinmekaniker landslinje,0,TP,Vg3,2022,40.0,points
Øksnevad vidaregåande skole,Anleggsmaskinmekaniker landslinje,0,TP,Vg3,2023,,open
Øksnevad vidaregåande skole,Anleggsmaskinmekaniker landslinje,0,TP,Vg3,2024,32.5,points
Øksnevad vidaregåande skole,Anleggsmaskinmekaniker landslinje,0,TP,Vg3,2025,34.3,points
Øksnevad vidaregåande skole,Landbruk,0,NA,Vg3,2018,,open
Øksnevad vidaregåande skole,Landbruk,0,NA,Vg3,2019,,open
Øksnevad vidaregåande skole,Landbruk,0,NA,Vg3,2020,,open
Øksnevad vidaregåande skole,Landbruk,0,NA,Vg3,2021,,open
Øksnevad vidaregåande skole,Landbruk,0,NA,Vg3,2022,,open
Øksnevad vidaregåande skole,Landbruk,0,NA,Vg3,2023,,open
Øksnevad vidaregåande skole,Landbruk,0,NA,Vg3,2024,,open
Øksnevad vidaregåande skole,Landbruk,0,NA,Vg3,2025,,open
Øksnevad vidaregåande skole,Naturbruk dyrekunnskap SK 3år,1,NA,Vg3,2021,,open
Øksnevad vidaregåande skole,Naturbruk dyrekunnskap SK 3år,1,NA,Vg3,2022,,open
Øksnevad vidaregåande skole,Naturbruk dyrekunnskap SK 3år,1,NA,Vg3,2023,,open
Øksnevad vidaregåande skole,Naturbruk dyrekunnskap SK 3år,1,NA,Vg3,2024,,open
Øksnevad vidaregåande skole,Naturbruk dyrekunnskap SK 3år,1,NA,Vg3,2025,,open
Øksnevad vidaregåande skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2018,31.1,points
Øksnevad vidaregåande skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2019,34.4,points
Øksnevad vidaregåande skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2020,42.2,points
Øksnevad vidaregåande skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2021,,open
Øksnevad vidaregåande skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2022,,open
Øksnevad vidaregåande skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2023,,open
Øksnevad vidaregåande skole,Studieforberedende naturbruk,0,NA,Vg3,2018,22.5,points
Øksnevad vidaregåande skole,Studieforberedende naturbruk,0,NA,Vg3,2019,,open
Øksnevad vidaregåande skole,Studieforberedende naturbruk,0,NA,Vg3,2020,27.5,points
Øksnevad vidaregåande skole,Studieforberedende naturbruk,0,NA,Vg3,2021,23.8,points
Øksnevad vidaregåande skole,Studieforberedende naturbruk,0,NA,Vg3,2022,,open
Øksnevad vidaregåande skole,Studieforberedende naturbruk,0,NA,Vg3,2023,,open
Øksnevad vidaregåande skole,Studieforberedende naturbruk,0,NA,Vg3,2024,45.0,points
Øksnevad vidaregåande skole,Studieforberedende naturbruk,0,NA,Vg3,2025,31.4,points
Ølen vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2018,32.4,points
Ølen vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2019,25.6,points
Ølen vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2020,,open
Ølen vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2021,,open
Ølen vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2022,,open
Ølen vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2023,,open
Ølen vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2024,,open
Ølen vidaregåande skule,Bygg- og anleggsteknikk,0,BA,Vg1,2025,30.0,points
Ølen vidaregåande skule,Design og håndverk,0,FD,Vg1,2018,31.0,points
Ølen vidaregåande skule,Design og håndverk,0,FD,Vg1,2019,,discontinued
Ølen vidaregåande skule,Design og håndverk,0,FD,Vg1,2020,,discontinued
Ølen vidaregåande skule,Design og håndverk,0,FD,Vg1,2021,,discontinued
Ølen vidaregåande skule,Elektro og datateknologi,0,EL,Vg1,2019,35.6,points
Ølen vidaregåande skule,Elektro og datateknologi,0,EL,Vg1,2020,,open
Ølen vidaregåande skule,Elektro og datateknologi,0,EL,Vg1,2021,39.1,points
Ølen vidaregåande skule,Elektro og datateknologi,0,EL,Vg1,2022,37.3,points
Ølen vidaregåande skule,Elektro og datateknologi,0,EL,Vg1,2023,26.8,points
Ølen vidaregåande skule,Elektro og datateknologi,0,EL,Vg1,2024,40.9,points
Ølen vidaregåande skule,Elektro og datateknologi,0,EL,Vg1,2025,39.0,points
Ølen vidaregåande skule,Elektrofag,0,EL,Vg1,2018,22.8,points
Ølen vidaregåande skule,Elektrofag,0,EL,Vg1,2019,35.6,points
Ølen vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2018,23.3,points
Ølen vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2019,,open
Ølen vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2020,31.5,points
Ølen vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2021,24.2,points
Ølen vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2022,,open
Ølen vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2023,,open
Ølen vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2024,,open
Ølen vidaregåande skule,Helse- og oppvekstfag,0,HS,Vg1,2025,,open
Ølen vidaregåande skule,Idrettsfag,0,ID,Vg1,2018,,open
Ølen vidaregåande skule,Idrettsfag,0,ID,Vg1,2019,,open
Ølen vidaregåande skule,Idrettsfag,0,ID,Vg1,2020,,open
Ølen vidaregåande skule,Idrettsfag,0,ID,Vg1,2021,,open
Ølen vidaregåande skule,Idrettsfag,0,ID,Vg1,2022,,open
Ølen vidaregåande skule,Idrettsfag,0,ID,Vg1,2023,,discontinued
Ølen vidaregåande skule,Idrettsfag,0,ID,Vg1,2024,,open
Ølen vidaregåande skule,Idrettsfag,0,ID,Vg1,2025,,open
Ølen vidaregåande skule,Studiespesialisering,0,ST,Vg1,2018,,open
Ølen vidaregåande skule,Studiespesialisering,0,ST,Vg1,2019,,open
Ølen vidaregåande skule,Studiespesialisering,0,ST,Vg1,2020,,open
Ølen vidaregåande skule,Studiespesialisering,0,ST,Vg1,2021,,open
Ølen vidaregåande skule,Studiespesialisering,0,ST,Vg1,2022,,open
Ølen vidaregåande skule,Studiespesialisering,0,ST,Vg1,2023,,open
Ølen vidaregåande skule,Studiespesialisering,0,ST,Vg1,2024,,open
Ølen vidaregåande skule,Studiespesialisering,0,ST,Vg1,2025,,open
Ølen vidaregåande skule,Teknikk og industriell produksjon,0,TP,Vg1,2018,30.6,points
Ølen vidaregåande skule,Teknikk og industriell produksjon,0,TP,Vg1,2019,20.0,points
Ølen vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2019,20.0,points
Ølen vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2020,29.3,points
Ølen vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2021,30.0,points
Ølen vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2022,,open
Ølen vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2023,36.9,points
Ølen vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2024,34.4,points
Ølen vidaregåande skule,Teknologi- og industrifag,0,TP,Vg1,2025,37.2,points
Ølen vidaregåande skule,Anleggsteknikk,0,BA,Vg2,2024,41.3,points
Ølen vidaregåande skule,Anleggsteknikk,0,BA,Vg2,2025,30.0,points
Ølen vidaregåande skule,Arbeidsmaskiner,0,TP,Vg2,2018,,open
Ølen vidaregåande skule,Arbeidsmaskiner,0,TP,Vg2,2019,,open
Ølen vidaregåande skule,Arbeidsmaskiner,0,TP,Vg2,2020,,open
Ølen vidaregåande skule,Arbeidsmaskiner,0,TP,Vg2,2021,,open
Ølen vidaregåande skule,Arbeidsmaskiner,0,TP,Vg2,2022,,open
Ølen vidaregåande skule,Arbeidsmaskiner,0,TP,Vg2,2023,,open
Ølen vidaregåande skule,Arbeidsmaskiner,0,TP,Vg2,2024,,open
Ølen vidaregåande skule,Arbeidsmaskiner,0,TP,Vg2,2025,,open
Ølen vidaregåande skule,Barne- og ungdomsarbeider,0,HS,Vg2,2018,,open
Ølen vidaregåande skule,Barne- og ungdomsarbeider,0,HS,Vg2,2019,,open
Ølen vidaregåande skule,Barne- og ungdomsarbeider,0,HS,Vg2,2020,,open
Ølen vidaregåande skule,Barne- og ungdomsarbeider,0,HS,Vg2,2021,,open
Ølen vidaregåande skule,Barne- og ungdomsarbeider,0,HS,Vg2,2022,,open
Ølen vidaregåande skule,Barne- og ungdomsarbeider,0,HS,Vg2,2023,,open
Ølen vidaregåande skule,Barne- og ungdomsarbeider,0,HS,Vg2,2024,,open
Ølen vidaregåande skule,Barne- og ungdomsarbeider,0,HS,Vg2,2025,35.0,points
Ølen vidaregåande skule,Byggteknikk,0,BA,Vg2,2018,,open
Ølen vidaregåande skule,Byggteknikk,0,BA,Vg2,2019,,open
Ølen vidaregåande skule,Byggteknikk,0,BA,Vg2,2020,,open
Ølen vidaregåande skule,Byggteknikk,0,BA,Vg2,2021,,discontinued
Ølen vidaregåande skule,Elenergi,0,EL,Vg2,2018,,open
Ølen vidaregåande skule,Elenergi,0,EL,Vg2,2019,,open
Ølen vidaregåande skule,Elenergi og ekom,0,EL,Vg2,2019,,open
Ølen vidaregåande skule,Elenergi og ekom,0,EL,Vg2,2020,,open
Ølen vidaregåande skule,Elenergi og ekom,0,EL,Vg2,2021,31.4,points
Ølen vidaregåande skule,Elenergi og ekom,0,EL,Vg2,2022,,open
Ølen vidaregåande skule,Elenergi og ekom,0,EL,Vg2,2023,32.9,points
Ølen vidaregåande skule,Elenergi og ekom,0,EL,Vg2,2024,,open
Ølen vidaregåande skule,Elenergi og ekom,0,EL,Vg2,2025,,open
Ølen vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2018,,open
Ølen vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2019,,open
Ølen vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2020,,open
Ølen vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2021,37.5,points
Ølen vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2022,,open
Ølen vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2023,,open
Ølen vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2024,38.8,points
Ølen vidaregåande skule,Helsearbeiderfag,0,HS,Vg2,2025,42.5,points
Ølen vidaregåande skule,Idrettsfag,1,ID,Vg2,2018,,open
Ølen vidaregåande skule,Idrettsfag,1,ID,Vg2,2019,,open
Ølen vidaregåande skule,Idrettsfag,1,ID,Vg2,2020,,open
Ølen vidaregåande skule,Idrettsfag,1,ID,Vg2,2021,,open
Ølen vidaregåande skule,Idrettsfag,1,ID,Vg2,2022,,open
Ølen vidaregåande skule,Idrettsfag,1,ID,Vg2,2023,,open
Ølen vidaregåande skule,Idrettsfag,1,ID,Vg2,2025,,open
Ølen vidaregåande skule,Industriteknologi,0,TP,Vg2,2018,,open
Ølen vidaregåande skule,Industriteknologi,0,TP,Vg2,2019,,open
Ølen vidaregåande skule,Industriteknologi,0,TP,Vg2,2020,,open
Ølen vidaregåande skule,Industriteknologi,0,TP,Vg2,2021,,open
Ølen vidaregåande skule,Industriteknologi,0,TP,Vg2,2022,,open
Ølen vidaregåande skule,Industriteknologi,0,TP,Vg2,2023,,open
Ølen vidaregåande skule,Industriteknologi,0,TP,Vg2,2024,30.0,points
Ølen vidaregåande skule,Industriteknologi,0,TP,Vg2,2025,31.0,points
Ølen vidaregåande skule,Interiør og utstillingsdesign,0,FD,Vg2,2018,,open
Ølen vidaregåande skule,Interiør og utstillingsdesign,0,FD,Vg2,2019,,open
Ølen vidaregåande skule,Interiør og utstillingsdesign,0,FD,Vg2,2020,,discontinued
Ølen vidaregåande skule,Interiør og utstillingsdesign,0,FD,Vg2,2021,,discontinued
Ølen vidaregåande skule,Interiør og utstillingsdesign,0,FD,Vg2,2022,,open
Ølen vidaregåande skule,Interiør og utstillingsdesign,0,FD,Vg2,2023,,discontinued
Ølen vidaregåande skule,Kjøretøy,0,TP,Vg2,2018,,open
Ølen vidaregåande skule,Kjøretøy,0,TP,Vg2,2019,,discontinued
Ølen vidaregåande skule,Kjøretøy,0,TP,Vg2,2020,,open
Ølen vidaregåande skule,Kjøretøy,0,TP,Vg2,2021,,discontinued
Ølen vidaregåande skule,Kjøretøy,0,TP,Vg2,2022,,open
Ølen vidaregåande skule,Kjøretøy,0,TP,Vg2,2023,,discontinued
Ølen vidaregåande skule,Realfag,0,ST,Vg2,2018,,open
Ølen vidaregåande skule,Realfag,0,ST,Vg2,2019,,open
Ølen vidaregåande skule,Realfag,0,ST,Vg2,2020,,open
Ølen vidaregåande skule,Realfag,0,ST,Vg2,2021,,open
Ølen vidaregåande skule,Realfag,0,ST,Vg2,2022,,open
Ølen vidaregåande skule,Realfag,0,ST,Vg2,2023,,open
Ølen vidaregåande skule,Realfag,0,ST,Vg2,2024,,open
Ølen vidaregåande skule,Realfag,0,ST,Vg2,2025,,open
Ølen vidaregåande skule,"Språk, samfunn og økonomi",0,ST,Vg2,2018,,open
Ølen vidaregåande skule,"Språk, samfunn og økonomi",0,ST,Vg2,2019,,open
Ølen vidaregåande skule,"Språk, samfunn og økonomi",0,ST,Vg2,2020,,open
Ølen vidaregåande skule,"Språk, samfunn og økonomi",0,ST,Vg2,2021,,open
Ølen vidaregåande skule,"Språk, samfunn og økonomi",0,ST,Vg2,2022,,open
Ølen vidaregåande skule,"Språk, samfunn og økonomi",0,ST,Vg2,2023,,open
Ølen vidaregåande skule,"Språk, samfunn og økonomi",0,ST,Vg2,2024,,open
Ølen vidaregåande skule,"Språk, samfunn og økonomi",0,ST,Vg2,2025,,open
Ølen vidaregåande skule,Tømrer,0,BA,Vg2,2021,,open
Ølen vidaregåande skule,Tømrer,0,BA,Vg2,2022,,open
Ølen vidaregåande skule,Tømrer,0,BA,Vg2,2023,,open
Ølen vidaregåande skule,Tømrer,0,BA,Vg2,2024,,open
Ølen vidaregåande skule,Tømrer,0,BA,Vg2,2025,,open
Ølen vidaregåande skule,Realfag,1,ST,Vg2/Vg3,2023,,priority
Ølen vidaregåande skule,Realfag,1,ST,Vg2/Vg3,2024,,priority
Ølen vidaregåande skule,Realfag,1,ST,Vg2/Vg3,2025,,priority
Ølen vidaregåande skule,"Språk, samfunn og økonomi",1,ST,Vg2/Vg3,2023,,priority
Ølen vidaregåande skule,"Språk, samfunn og økonomi",1,ST,Vg2/Vg3,2024,,priority
Ølen vidaregåande skule,"Språk, samfunn og økonomi",1,ST,Vg2/Vg3,2025,,priority
Ølen vidaregåande skule,Idrettsfag,2,ID,Vg3,2018,,priority
Ølen vidaregåande skule,Idrettsfag,2,ID,Vg3,2019,,priority
Ølen vidaregåande skule,Idrettsfag,2,ID,Vg3,2020,,priority
Ølen vidaregåande skule,Idrettsfag,2,ID,Vg3,2021,,priority
Ølen vidaregåande skule,Idrettsfag,2,ID,Vg3,2022,,priority
Ølen vidaregåande skule,Idrettsfag,2,ID,Vg3,2023,,priority
Ølen vidaregåande skule,Påbygg til generell studiekompetanse,0,PB,Vg3,2018,41.0,points
Ølen vidaregåande skule,Påbygg til generell studiekompetanse,0,PB,Vg3,2019,20.0,points
Ølen vidaregåande skule,Påbygg til generell studiekompetanse,0,PB,Vg3,2020,42.5,points
Ølen vidaregåande skule,Påbygg til generell studiekompetanse,0,PB,Vg3,2021,41.3,points
Ølen vidaregåande skule,Påbygg til generell studiekompetanse,0,PB,Vg3,2022,43.3,points
Ølen vidaregåande skule,Påbygg til generell studiekompetanse,0,PB,Vg3,2023,,open
Ølen vidaregåande skule,Påbygg til generell studiekompetanse,0,PB,Vg3,2024,,open
Ølen vidaregåande skule,Påbygg til generell studiekompetanse,0,PB,Vg3,2025,,open
Ølen vidaregåande skule,Realfag,2,ST,Vg3,2018,,priority
Ølen vidaregåande skule,Realfag,2,ST,Vg3,2019,,priority
Ølen vidaregåande skule,Realfag,2,ST,Vg3,2020,,priority
Ølen vidaregåande skule,Realfag,2,ST,Vg3,2021,,priority
Ølen vidaregåande skule,Realfag,2,ST,Vg3,2022,,priority
Ølen vidaregåande skule,Realfag,2,ST,Vg3,2023,,priority
Ølen vidaregåande skule,"Språk, samfunn og økonomi",2,ST,Vg3,2018,,priority
Ølen vidaregåande skule,"Språk, samfunn og økonomi",2,ST,Vg3,2019,,priority
Ølen vidaregåande skule,"Språk, samfunn og økonomi",2,ST,Vg3,2020,,priority
Ølen vidaregåande skule,"Språk, samfunn og økonomi",2,ST,Vg3,2021,,priority
Ølen vidaregåande skule,"Språk, samfunn og økonomi",2,ST,Vg3,2022,,priority
Ølen vidaregåande skule,"Språk, samfunn og økonomi",2,ST,Vg3,2023,,priority
Ølen vidaregåande skule,Påbygg etter yrkeskompetanse,0,PB,Vg4,2019,,open
Ølen vidaregåande skule,Påbygg etter yrkeskompetanse,0,PB,Vg4,2020,40.0,points
Ølen vidaregåande skule,Påbygg etter yrkeskompetanse,0,PB,Vg4,2021,,open
Ølen vidaregåande skule,Påbygg etter yrkeskompetanse,0,PB,Vg4,2022,,open
Ølen vidaregåande skule,Påbygg etter yrkeskompetanse,0,PB,Vg4,2023,,open
Ølen vidaregåande skule,Påbygg etter yrkeskompetanse,0,PB,Vg4,2024,,open
Ølen vidaregåande skule,Påbygg etter yrkeskompetanse,0,PB,Vg4,2025,,open
Byåsen videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2025,,open
Byåsen videregående skole,Medier og kommunikasjon,0,MK,Vg1,2025,31.4,points
Byåsen videregående skole,Restaurant- og matfag,0,RM,Vg1,2025,,open
Byåsen videregående skole,Studiespesialisering,0,ST,Vg1,2025,28.5,points
Byåsen videregående skole,Teknologi- og industrifag,0,TP,Vg1,2025,30.0,points
Charlottenlund videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2025,14.5,points
Charlottenlund videregående skole,"Frisør, blomster, interiør og eksponeringsdesign",0,FD,Vg1,2025,29.1,points
Charlottenlund videregående skole,"Håndverk, design og produktutvikling",0,DT,Vg1,2025,35.9,points
Charlottenlund videregående skole,Informasjonsteknologi og medieproduksjon,0,IM,Vg1,2025,36.7,points
Charlottenlund videregående skole,"Kunst, design og arkitektur",0,KD,Vg1,2025,32.9,points
Charlottenlund videregående skole,Medier og kommunikasjon,0,MK,Vg1,2025,36.0,points
Charlottenlund videregående skole,"Salg, service og reiseliv",0,SR,Vg1,2025,13.4,points
Charlottenlund videregående skole,Studiespesialisering,0,ST,Vg1,2025,28.9,points
Charlottenlund videregående skole,Teknologi- og industrifag,0,TP,Vg1,2025,33.0,points
Cissi Klein videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2025,,open
Cissi Klein videregående skole,"Musikk, dans og drama, dans",0,MD,Vg1,2025,49.7,points
Cissi Klein videregående skole,"Musikk, dans og drama, drama",0,MD,Vg1,2025,42.5,points
Cissi Klein videregående skole,Studiespesialisering,0,ST,Vg1,2025,36.0,points
Cissi Klein videregående skole,Teknologi- og industrifag,0,TP,Vg1,2025,20.8,points
Fosen videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2025,,open
Fosen videregående skole,Elektro og datateknologi,0,EL,Vg1,2025,30.0,points
Fosen videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2025,23.5,points
Fosen videregående skole,Idrettsfag,0,ID,Vg1,2025,,open
Fosen videregående skole,Restaurant- og matfag,0,RM,Vg1,2025,,open
Fosen videregående skole,Studiespesialisering,0,ST,Vg1,2025,,open
Fosen videregående skole,Teknologi- og industrifag,0,TP,Vg1,2025,28.4,points
Gauldal videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2025,30.0,points
Gauldal videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2025,,open
Gauldal videregående skole,Studiespesialisering,0,ST,Vg1,2025,,open
Gauldal videregående skole,Teknologi- og industrifag,0,TP,Vg1,2025,33.3,points
Grong videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2025,,open
Grong videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2025,,open
Grong videregående skole,Idrettsfag,0,ID,Vg1,2025,,open
Grong videregående skole,Naturbruk,0,NA,Vg1,2025,,open
Grong videregående skole,Studiespesialisering,0,ST,Vg1,2025,,open
Guri Kunna videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2025,,open
Guri Kunna videregående skole,Elektro og datateknologi,0,EL,Vg1,2025,,open
Guri Kunna videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2025,,open
Guri Kunna videregående skole,Naturbruk,0,NA,Vg1,2025,36.0,points
Guri Kunna videregående skole,Restaurant- og matfag,0,RM,Vg1,2025,,open
Guri Kunna videregående skole,Studiespesialisering,0,ST,Vg1,2025,,open
Guri Kunna videregående skole,Teknologi- og industrifag,0,TP,Vg1,2025,25.0,points
Heimdal videregående skole,Elektro og datateknologi,0,EL,Vg1,2025,40.6,points
Heimdal videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2025,26.3,points
Heimdal videregående skole,Idrettsfag,0,ID,Vg1,2025,45.0,points
Heimdal videregående skole,"Musikk, dans og drama, musikk",0,MD,Vg1,2025,38.2,points
Heimdal videregående skole,Studiespesialisering,0,ST,Vg1,2025,45.0,points
Inderøy videregående skole,"Musikk, dans og drama, dans",0,MD,Vg1,2025,,open
Inderøy videregående skole,"Musikk, dans og drama, drama",0,MD,Vg1,2025,,open
Inderøy videregående skole,"Musikk, dans og drama, musikk",0,MD,Vg1,2025,,open
Inderøy videregående skole,Studiespesialisering,0,ST,Vg1,2025,,open
